3V,1206,SOD*123
3V3,1206,SOD*123
3V6,1206,SOD*123
4V7,1206,SOD*123
5V1,1206,SOD*123
5V6,1206,SOD*123
6V2,1206,SOD*123
7V5,1206,SOD*123
10V,1206,SOD*123
12V,1206,SOD*123
15V,1206,SOD*123
20V,1206,SOD*123
24V,1206,SOD*123
39V,1206,SOD*123
