OPT,0805/0603/0402
300mA,0805/0603/0402
500mA,0805/0603/0402
800mA,0805/0603/0402
1A,0805/0603/0402
2A,0805/0603/0402
3A,0805/0603/0402
5A,0805/0603/0402
6A,0805/0603/0402
8A,0805/0603/0402
10A,0805/0603/0402
