10M,HC49
11.0592M,HC49
12.288M,HC49
12M,HC49
12M/3225,OSC3225
16M,HC49
16M/3225,OSC3225
16M/3225,OSC3225
20M,HC49
20M/3225,OSC3225
22.1184M,HC49
24M,HC49
24M/3225,OSC3225
25M,HC49
25M/3225,OSC3225
26M/3225,OSC3225
27M/3225,OSC3225
32.768K,HC49
32M/3225,OSC3225
40M/3225,OSC3225
48M,HC49
48M/3225,OSC3225
4M,HC49
6M,HC49
7.3728M,HC49
8M,HC49
8M/3225,OSC3225
8M/DEBUG,OSCDEBUG
