GND
CSI_DO_N
CSI_DO_P
GND
CSL_D1_N
CSL_D1_P
GND
CSL_CLK_N
CSL_CLK_P
GND
CSI_GPIO0_RST
CAM1_MCLK
I2C_CAM1_SCL
I2C_CAM1_SDA
+3.3V
NC
NC
GND
NC
NC
+5V
CSI_GPIO1
CSI_GPIO2
CSI_GPIO3
