GND
WL_BT_ANT
GND
FM_RX
NC
BT_WAKE
BT_HOST_WAKE
NC
VBAT
XTAL_IN
XTAL_OUT
WL_REG_ON
WL_HOST_WAKE
SDIO_DATA_2
SDIO_DATA_3
SDIO_DATA_CMD
SDIO_DATA_CLK
SDIO_DATA_0
SDIO_DATA_1
GND
VIN_LDO_OUT
VDDIO
VIN_LDO
LPO
PCM_OUT
PCM_CLK
PCM_IN
PCM_SYNC
NC
NC
GND
NC
GND
BT_RST_N
NC
GND
GPIO4
GPIO3
GPIO2
GPIO1
UART_RTS_N
UART_TXD
UART_RXD
UART_CTS_N
TP1
TP2
TP3
