GND
CSI_D0_N
CSI_D0_P
GND
CSI_D1_N
CSI_D1_P
GND
CSI_CLK_N
CSI_CLK_P
GND
CSI_GPIO0_RST
CAM1_MCLK
I2C_CAM1_SCL
I2C_CAM1_SDA
+3.3V
NC
NC
GND
NC
NC
+5V
CSI_GPIO1
CSI_GPIO2
CSI_GPIO3
